bins,mean_value
122,3.1346245719999994
123,3.1346245719999994
124,3.1346245719999994
125,3.1346245719999994
126,3.1346245719999994
127,3.1346245719999994
128,3.1346245719999994
129,3.1346245719999994
130,3.1346245719999994
131,3.1346245719999994
132,3.1346245719999994
133,3.1346245719999994
134,3.1346245719999994
135,3.1346245719999994
136,3.1346245719999994
137,3.1346245719999994
138,3.1346245719999994
139,3.1346245719999994
140,3.1346245719999994
141,3.1346245719999994
142,3.1346245719999994
143,3.1346245719999994
144,3.1346245719999994
145,3.1346245719999994
146,3.1346245719999994
147,3.1346245719999994
148,3.1346245719999994
149,3.1346245719999994
150,3.1346245719999994
151,3.1346245719999994
152,3.1346245719999994
153,3.1346245719999994
154,3.1346245719999994
155,3.1346245719999994
156,3.1346245719999994
157,3.1346245719999994
158,3.1346245719999994
159,3.1346245719999994
160,3.1346245719999994
161,3.1346245719999994
162,3.1346245719999994
163,3.1346245719999994
164,3.1346245719999994
165,3.1346245719999994
166,3.1346245719999994
167,3.1346245719999994
168,3.1346245719999994
169,3.1346245719999994
170,3.1346245719999994
171,3.1346245719999994
172,3.1346245719999994
173,3.1346245719999994
174,3.1346245719999994
175,3.1346245719999994
176,3.1346245719999994
177,3.1346245719999994
178,3.1346245719999994
179,3.1346245719999994
180,3.1346245719999994
181,3.1346245719999994
182,3.1346245719999994
183,3.1346245719999994
184,3.1346245719999994
185,3.1346245719999994
186,3.1346245719999994
187,3.1346245719999994
188,3.1346245719999994
189,3.1346245719999994
190,3.1346245719999994
191,3.1346245719999994
192,3.1346245719999994
193,3.1346245719999994
194,3.1346245719999994
195,3.1346245719999994
196,3.1346245719999994
197,3.1346245719999994
198,3.1346245719999994
199,3.1346245719999994
200,3.1346245719999994
201,3.1346245719999994
202,3.1346245719999994
203,3.1346245719999994
204,3.1346245719999994
205,3.1346245719999994
206,3.1346245719999994
207,3.1346245719999994
208,3.1346245719999994
209,3.1346245719999994
210,3.1346245719999994
211,3.1346245719999994
212,3.1346245719999994
213,3.1346245719999994
214,3.1346245719999994
215,3.1346245719999994
216,3.1346245719999994
217,3.1346245719999994
218,3.1346245719999994
219,3.1346245719999994
220,3.1346245719999994
221,3.1346245719999994
222,3.1346245719999994
223,3.1346245719999994
224,3.1346245719999994
225,3.1346245719999994
226,3.1346245719999994
227,3.1346245719999994
228,3.1346245719999994
229,3.1346245719999994
230,3.1346245719999994
231,3.1346245719999994
232,3.1346245719999994
233,3.1346245719999994
234,3.1346245719999994
235,3.1346245719999994
236,3.1346245719999994
237,3.1346245719999994
238,3.1346245719999994
239,3.1346245719999994
240,3.1346245719999994
241,3.1346245719999994
242,3.1346245719999994
243,3.1346245719999994
244,3.1346245719999994
245,3.1346245719999994
246,3.1346245719999994
247,3.1346245719999994
248,3.1346245719999994
249,3.1346245719999994
250,3.1346245719999994
251,3.1346245719999994
252,3.1346245719999994
253,3.1346245719999994
254,3.1346245719999994
255,3.1346245719999994
256,3.1346245719999994
257,3.1346245719999994
258,3.1346245719999994
259,3.1346245719999994
260,3.1346245719999994
261,3.1346245719999994
262,3.1346245719999994
263,3.1346245719999994
264,3.1346245719999994
265,3.1346245719999994
266,3.1346245719999994
267,3.1346245719999994
268,3.1346245719999994
269,3.1346245719999994
270,3.1346245719999994
271,3.1346245719999994
272,3.1346245719999994
273,3.1346245719999994
274,3.1346245719999994
275,3.1346245719999994
276,3.1346245719999994
277,3.1346245719999994
278,3.1346245719999994
279,3.1346245719999994
280,3.1346245719999994
281,3.1346245719999994
282,3.1346245719999994
283,3.1346245719999994
284,3.1346245719999994
285,3.1346245719999994
286,3.1346245719999994
287,3.1346245719999994
288,3.1346245719999994
289,3.1346245719999994
290,3.1346245719999994
291,3.1346245719999994
292,3.1346245719999994
293,3.1346245719999994
294,3.1346245719999994
295,3.1346245719999994
296,3.1346245719999994
297,3.1346245719999994
298,3.1346245719999994
299,3.1346245719999994
300,3.1346245719999994
301,3.1346245719999994
302,3.1346245719999994
303,3.1346245719999994
304,3.1346245719999994
305,3.1346245719999994
306,3.1346245719999994
307,3.1346245719999994
308,3.1346245719999994
309,3.1346245719999994
310,3.1346245719999994
311,3.1346245719999994
312,3.1346245719999994
313,3.1346245719999994
314,3.1346245719999994
315,3.1346245719999994
316,3.1346245719999994
317,3.1346245719999994
318,3.1346245719999994
319,3.1346245719999994
320,3.1346245719999994
321,3.1346245719999994
322,3.1346245719999994
323,3.1346245719999994
324,3.1346245719999994
325,3.1346245719999994
326,3.1346245719999994
327,3.1346245719999994
328,3.1346245719999994
329,3.1346245719999994
330,3.1346245719999994
331,3.1346245719999994
332,3.1346245719999994
333,3.1346245719999994
334,3.1346245719999994
335,3.1346245719999994
336,3.1346245719999994
337,3.1346245719999994
338,3.1346245719999994
339,3.1346245719999994
340,3.1346245719999994
341,3.1346245719999994
342,3.1346245719999994
343,3.1346245719999994
344,3.1346245719999994
345,3.1346245719999994
346,3.1346245719999994
347,3.1346245719999994
348,3.1346245719999994
349,3.1346245719999994
350,3.1346245719999994
351,3.1346245719999994
352,3.1346245719999994
353,3.1346245719999994
354,3.1346245719999994
355,3.1346245719999994
356,3.1346245719999994
357,3.1346245719999994
358,3.1346245719999994
359,3.1346245719999994
360,3.1346245719999994
361,3.1346245719999994
362,3.1346245719999994
363,3.1346245719999994
364,3.1346245719999994
365,3.1346245719999994
366,3.1346245719999994
367,3.1346245719999994
368,3.1346245719999994
369,3.1346245719999994
370,3.1346245719999994
371,3.1346245719999994
372,3.1346245719999994
373,3.1346245719999994
374,3.1346245719999994
375,3.1346245719999994
376,3.1346245719999994
377,3.1346245719999994
378,3.1346245719999994
379,3.1346245719999994
380,3.1346245719999994
381,3.1346245719999994
382,3.1346245719999994
383,3.1346245719999994
384,3.1346245719999994
385,3.1346245719999994
386,3.1346245719999994
387,3.1346245719999994
388,3.1346245719999994
389,3.1346245719999994
390,3.1346245719999994
391,3.1346245719999994
392,3.1346245719999994
393,3.1346245719999994
394,3.1346245719999994
395,3.1346245719999994
396,3.1346245719999994
397,3.1346245719999994
398,3.1346245719999994
399,3.1346245719999994
