label,predict,mean_values
9,25,11.888564697179486
21,11,3.03995959495
0,0,0.000626994827731
80,81,69.45429034666667
74,77,63.863770025641024
58,41,25.48702521125
90,88,80.72169986769231
32,40,24.410259756923075
27,30,15.04818010625
6,7,1.640340457925
9,34,18.367221307692308
41,49,33.639622418461535
33,36,20.25680279794872
66,61,43.87770908375
18,7,1.640340457925
15,27,13.185077661794873
86,85,75.905270438
29,27,13.185077661794873
0,7,1.640340457925
6,19,7.569005461150001
18,17,6.331456131325
81,85,75.905270438
4,11,3.03995959495
47,48,32.606277930750004
21,18,6.9643407113589735
69,42,26.56580502025641
91,80,67.8515072285
94,94,95.47274590825
94,87,79.31767331275
7,26,12.5304505115
54,48,32.606277930750004
65,79,66.2619328548718
76,75,61.508023170256415
40,42,26.56580502025641
94,92,87.86525138384614
84,86,77.85753239230769
0,6,1.273230860225
80,93,91.20459627925
12,21,8.97668175623077
35,42,26.56580502025641
2,2,0.5138054681249999
0,0,0.000626994827731
36,39,23.475936644
92,91,85.6194310095
54,55,38.47520651282051
27,26,12.5304505115
66,67,49.94745357675
0,0,0.000626994827731
75,22,9.5572342115
37,48,32.606277930750004
0,5,1.0251590999230769
63,66,48.9008144402564
3,3,0.6744036691025641
36,19,7.569005461150001
59,59,41.8301027095
75,73,58.52074473820512
19,10,2.678146185846154
18,14,4.365864191384615
57,64,46.908476543333336
72,77,63.863770025641024
91,91,85.6194310095
52,65,47.7025264875
31,32,16.451077968
70,50,34.497946723
52,51,35.22636610666667
58,61,43.87770908375
80,84,74.14800585153846
81,86,77.85753239230769
6,7,1.640340457925
59,64,46.908476543333336
28,39,23.475936644
78,65,47.7025264875
94,94,95.47274590825
16,30,15.04818010625
66,64,46.908476543333336
86,83,72.72841460625
16,6,1.273230860225
77,76,62.88135809925
5,11,3.03995959495
5,3,0.6744036691025641
21,18,6.9643407113589735
6,10,2.678146185846154
51,54,37.577917545000005
85,83,72.72841460625
63,64,46.908476543333336
8,0,0.000626994827731
26,27,13.185077661794873
83,78,65.1190665215
54,59,41.8301027095
36,42,26.56580502025641
0,0,0.000626994827731
4,13,3.86962491865
27,28,13.817228847250002
77,63,45.923597935
16,18,6.9643407113589735
72,70,53.99511223
60,57,40.12805022725
6,0,0.000626994827731
20,32,16.451077968
78,80,67.8515072285
83,63,45.923597935
9,7,1.640340457925
50,51,35.22636610666667
49,48,32.606277930750004
46,47,31.60805406025641
50,68,51.013154967435895
39,39,23.475936644
14,22,9.5572342115
18,17,6.331456131325
8,42,26.56580502025641
3,3,0.6744036691025641
46,40,24.410259756923075
86,94,95.47274590825
20,16,5.649390515410256
1,5,1.0251590999230769
92,89,82.33796376725
47,63,45.923597935
0,33,17.25529613325
91,92,87.86525138384614
16,34,18.367221307692308
57,57,40.12805022725
69,70,53.99511223
20,24,11.0722585685
10,2,0.5138054681249999
43,47,31.60805406025641
62,60,42.82116993205128
58,49,33.639622418461535
0,1,0.3401873717435897
16,17,6.331456131325
80,42,26.56580502025641
42,46,30.595325331
26,30,15.04818010625
25,31,15.650957247179486
30,18,6.9643407113589735
61,45,29.427497666666667
0,0,0.000626994827731
8,9,2.333873215425
78,72,57.187674827
74,33,17.25529613325
19,17,6.331456131325
37,28,13.817228847250002
20,24,11.0722585685
14,21,8.97668175623077
73,48,32.606277930750004
79,77,63.863770025641024
44,42,26.56580502025641
37,22,9.5572342115
21,13,3.86962491865
62,64,46.908476543333336
47,39,23.475936644
60,54,37.577917545000005
66,67,49.94745357675
45,49,33.639622418461535
87,87,79.31767331275
2,0,0.000626994827731
74,80,67.8515072285
85,87,79.31767331275
49,61,43.87770908375
28,31,15.650957247179486
0,1,0.3401873717435897
4,0,0.000626994827731
82,84,74.14800585153846
91,92,87.86525138384614
94,91,85.6194310095
60,65,47.7025264875
3,3,0.6744036691025641
5,2,0.5138054681249999
11,7,1.640340457925
53,55,38.47520651282051
9,0,0.000626994827731
16,12,3.4319024446153845
23,6,1.273230860225
1,2,0.5138054681249999
0,0,0.000626994827731
20,17,6.331456131325
48,61,43.87770908375
86,91,85.6194310095
36,36,20.25680279794872
46,44,28.4263283745
76,69,52.509132807
32,52,36.04160583275
4,8,1.967957881692308
24,33,17.25529613325
46,56,39.29615810075
16,15,4.889755216425
69,71,55.42029616512821
68,54,37.577917545000005
81,92,87.86525138384614
26,53,36.757324674358976
23,31,15.650957247179486
44,53,36.757324674358976
80,79,66.2619328548718
24,14,4.365864191384615
7,0,0.000626994827731
67,66,48.9008144402564
22,15,4.889755216425
0,1,0.3401873717435897
63,69,52.509132807
54,56,39.29615810075
68,68,51.013154967435895
26,19,7.569005461150001
43,40,24.410259756923075
84,87,79.31767331275
66,54,37.577917545000005
42,41,25.48702521125
3,6,1.273230860225
39,34,18.367221307692308
16,10,2.678146185846154
51,43,27.3273943755
29,32,16.451077968
59,57,40.12805022725
87,87,79.31767331275
27,41,25.48702521125
86,71,55.42029616512821
73,76,62.88135809925
39,34,18.367221307692308
70,69,52.509132807
44,60,42.82116993205128
37,44,28.4263283745
65,59,41.8301027095
0,0,0.000626994827731
46,37,21.408901291
53,50,34.497946723
18,7,1.640340457925
58,60,42.82116993205128
12,28,13.817228847250002
88,87,79.31767331275
17,6,1.273230860225
62,59,41.8301027095
9,10,2.678146185846154
83,84,74.14800585153846
64,68,51.013154967435895
88,86,77.85753239230769
19,23,10.179761631076923
45,31,15.650957247179486
55,48,32.606277930750004
58,60,42.82116993205128
48,63,45.923597935
66,70,53.99511223
72,73,58.52074473820512
80,28,13.817228847250002
75,80,67.8515072285
94,91,85.6194310095
93,94,95.47274590825
19,6,1.273230860225
85,83,72.72841460625
68,72,57.187674827
90,93,91.20459627925
40,46,30.595325331
2,0,0.000626994827731
11,16,5.649390515410256
79,76,62.88135809925
65,57,40.12805022725
54,59,41.8301027095
91,92,87.86525138384614
39,29,14.411674593076922
2,4,0.8382144926
93,85,75.905270438
52,54,37.577917545000005
64,61,43.87770908375
74,73,58.52074473820512
20,21,8.97668175623077
18,19,7.569005461150001
18,15,4.889755216425
40,22,9.5572342115
69,68,51.013154967435895
14,9,2.333873215425
46,49,33.639622418461535
22,45,29.427497666666667
26,23,10.179761631076923
65,60,42.82116993205128
17,21,8.97668175623077
93,93,91.20459627925
27,2,0.5138054681249999
11,11,3.03995959495
61,62,44.84317483
50,44,28.4263283745
9,22,9.5572342115
8,0,0.000626994827731
26,25,11.888564697179486
24,28,13.817228847250002
75,76,62.88135809925
87,89,82.33796376725
12,7,1.640340457925
50,56,39.29615810075
67,63,45.923597935
69,78,65.1190665215
58,56,39.29615810075
72,76,62.88135809925
84,86,77.85753239230769
84,84,74.14800585153846
24,18,6.9643407113589735
44,57,40.12805022725
20,18,6.9643407113589735
71,63,45.923597935
83,78,65.1190665215
61,66,48.9008144402564
53,31,15.650957247179486
0,8,1.967957881692308
0,13,3.86962491865
7,8,1.967957881692308
42,50,34.497946723
23,27,13.185077661794873
57,70,53.99511223
45,54,37.577917545000005
88,33,17.25529613325
90,91,85.6194310095
39,38,22.403513994102564
39,12,3.4319024446153845
4,7,1.640340457925
10,17,6.331456131325
35,22,9.5572342115
40,31,15.650957247179486
74,81,69.45429034666667
14,13,3.86962491865
73,73,58.52074473820512
64,54,37.577917545000005
35,24,11.0722585685
83,82,70.83549455225
1,2,0.5138054681249999
52,66,48.9008144402564
53,55,38.47520651282051
13,19,7.569005461150001
88,87,79.31767331275
26,31,15.650957247179486
85,87,79.31767331275
69,63,45.923597935
0,0,0.000626994827731
0,0,0.000626994827731
0,7,1.640340457925
0,0,0.000626994827731
80,82,70.83549455225
85,80,67.8515072285
57,68,51.013154967435895
3,0,0.000626994827731
57,69,52.509132807
63,63,45.923597935
89,91,85.6194310095
15,17,6.331456131325
31,23,10.179761631076923
63,53,36.757324674358976
43,42,26.56580502025641
9,25,11.888564697179486
33,51,35.22636610666667
47,44,28.4263283745
72,69,52.509132807
0,0,0.000626994827731
91,86,77.85753239230769
5,4,0.8382144926
87,87,79.31767331275
7,83,72.72841460625
60,65,47.7025264875
83,82,70.83549455225
65,67,49.94745357675
75,77,63.863770025641024
6,5,1.0251590999230769
47,41,25.48702521125
20,13,3.86962491865
71,61,43.87770908375
38,41,25.48702521125
89,75,61.508023170256415
11,12,3.4319024446153845
20,78,65.1190665215
40,34,18.367221307692308
29,14,4.365864191384615
58,56,39.29615810075
64,58,40.89456073102564
43,53,36.757324674358976
54,56,39.29615810075
40,47,31.60805406025641
0,0,0.000626994827731
6,4,0.8382144926
5,13,3.86962491865
74,79,66.2619328548718
55,52,36.04160583275
0,0,0.000626994827731
73,82,70.83549455225
14,18,6.9643407113589735
47,55,38.47520651282051
49,51,35.22636610666667
37,44,28.4263283745
21,18,6.9643407113589735
33,27,13.185077661794873
78,77,63.863770025641024
46,49,33.639622418461535
83,84,74.14800585153846
29,13,3.86962491865
4,11,3.03995959495
69,73,58.52074473820512
7,6,1.273230860225
45,50,34.497946723
46,32,16.451077968
50,52,36.04160583275
87,94,95.47274590825
20,26,12.5304505115
15,3,0.6744036691025641
84,85,75.905270438
8,22,9.5572342115
58,60,42.82116993205128
56,61,43.87770908375
22,23,10.179761631076923
32,35,19.353559166
61,62,44.84317483
44,37,21.408901291
29,12,3.4319024446153845
29,17,6.331456131325
35,38,22.403513994102564
30,35,19.353559166
29,26,12.5304505115
0,0,0.000626994827731
0,0,0.000626994827731
3,3,0.6744036691025641
16,26,12.5304505115
70,78,65.1190665215
51,44,28.4263283745
33,21,8.97668175623077
80,84,74.14800585153846
2,4,0.8382144926
55,59,41.8301027095
85,84,74.14800585153846
82,84,74.14800585153846
40,42,26.56580502025641
11,31,15.650957247179486
88,89,82.33796376725
68,73,58.52074473820512
75,84,74.14800585153846
10,18,6.9643407113589735
81,91,85.6194310095
43,41,25.48702521125
37,31,15.650957247179486
85,80,67.8515072285
59,59,41.8301027095
49,52,36.04160583275
9,10,2.678146185846154
48,63,45.923597935
45,37,21.408901291
75,78,65.1190665215
76,67,49.94745357675
71,69,52.509132807
4,1,0.3401873717435897
38,49,33.639622418461535
61,57,40.12805022725
44,59,41.8301027095
28,35,19.353559166
1,3,0.6744036691025641
0,0,0.000626994827731
15,13,3.86962491865
78,65,47.7025264875
39,53,36.757324674358976
11,12,3.4319024446153845
30,29,14.411674593076922
77,82,70.83549455225
67,65,47.7025264875
79,82,70.83549455225
81,84,74.14800585153846
56,66,48.9008144402564
78,82,70.83549455225
61,60,42.82116993205128
0,0,0.000626994827731
0,0,0.000626994827731
82,68,51.013154967435895
88,83,72.72841460625
49,40,24.410259756923075
85,85,75.905270438
80,80,67.8515072285
65,60,42.82116993205128
60,71,55.42029616512821
38,37,21.408901291
51,48,32.606277930750004
44,39,23.475936644
80,82,70.83549455225
53,36,20.25680279794872
24,10,2.678146185846154
31,12,3.4319024446153845
0,0,0.000626994827731
70,74,59.98503932525
32,41,25.48702521125
55,60,42.82116993205128
50,50,34.497946723
53,54,37.577917545000005
16,16,5.649390515410256
58,54,37.577917545000005
19,16,5.649390515410256
44,38,22.403513994102564
77,82,70.83549455225
0,0,0.000626994827731
18,18,6.9643407113589735
61,56,39.29615810075
64,72,57.187674827
47,37,21.408901291
21,31,15.650957247179486
23,22,9.5572342115
94,92,87.86525138384614
62,61,43.87770908375
14,15,4.889755216425
38,33,17.25529613325
9,8,1.967957881692308
44,40,24.410259756923075
63,15,4.889755216425
74,68,51.013154967435895
35,24,11.0722585685
45,45,29.427497666666667
90,94,95.47274590825
22,27,13.185077661794873
33,43,27.3273943755
49,42,26.56580502025641
89,89,82.33796376725
14,6,1.273230860225
28,31,15.650957247179486
70,36,20.25680279794872
87,90,83.90232633897436
77,83,72.72841460625
52,45,29.427497666666667
27,44,28.4263283745
35,69,52.509132807
1,0,0.000626994827731
58,73,58.52074473820512
15,17,6.331456131325
15,20,8.218807114875
62,59,41.8301027095
28,28,13.817228847250002
73,76,62.88135809925
56,63,45.923597935
56,62,44.84317483
52,52,36.04160583275
36,23,10.179761631076923
12,14,4.365864191384615
31,34,18.367221307692308
73,79,66.2619328548718
0,0,0.000626994827731
50,50,34.497946723
24,36,20.25680279794872
16,2,0.5138054681249999
64,11,3.03995959495
18,5,1.0251590999230769
67,66,48.9008144402564
0,0,0.000626994827731
37,43,27.3273943755
72,69,52.509132807
78,76,62.88135809925
59,49,33.639622418461535
5,0,0.000626994827731
0,5,1.0251590999230769
77,70,53.99511223
86,84,74.14800585153846
60,52,36.04160583275
33,45,29.427497666666667
8,8,1.967957881692308
24,23,10.179761631076923
9,12,3.4319024446153845
9,14,4.365864191384615
2,5,1.0251590999230769
27,32,16.451077968
75,77,63.863770025641024
26,29,14.411674593076922
59,51,35.22636610666667
40,37,21.408901291
33,36,20.25680279794872
19,20,8.218807114875
71,62,44.84317483
60,63,45.923597935
4,13,3.86962491865
55,49,33.639622418461535
56,59,41.8301027095
41,36,20.25680279794872
74,76,62.88135809925
83,77,63.863770025641024
12,9,2.333873215425
0,1,0.3401873717435897
75,76,62.88135809925
81,78,65.1190665215
76,85,75.905270438
3,4,0.8382144926
81,82,70.83549455225
51,59,41.8301027095
4,13,3.86962491865
34,29,14.411674593076922
25,28,13.817228847250002
90,92,87.86525138384614
84,71,55.42029616512821
88,92,87.86525138384614
32,33,17.25529613325
20,20,8.218807114875
53,55,38.47520651282051
25,24,11.0722585685
48,59,41.8301027095
82,85,75.905270438
69,82,70.83549455225
43,42,26.56580502025641
0,0,0.000626994827731
52,54,37.577917545000005
0,5,1.0251590999230769
72,72,57.187674827
39,33,17.25529613325
9,7,1.640340457925
90,84,74.14800585153846
35,35,19.353559166
81,63,45.923597935
73,79,66.2619328548718
48,44,28.4263283745
48,67,49.94745357675
39,21,8.97668175623077
0,0,0.000626994827731
93,86,77.85753239230769
9,9,2.333873215425
1,0,0.000626994827731
50,44,28.4263283745
25,32,16.451077968
14,3,0.6744036691025641
10,11,3.03995959495
77,79,66.2619328548718
86,78,65.1190665215
41,82,70.83549455225
92,89,82.33796376725
56,54,37.577917545000005
2,0,0.000626994827731
24,29,14.411674593076922
8,12,3.4319024446153845
41,50,34.497946723
11,8,1.967957881692308
62,59,41.8301027095
39,30,15.04818010625
42,30,15.04818010625
0,0,0.000626994827731
83,85,75.905270438
39,37,21.408901291
37,39,23.475936644
82,84,74.14800585153846
69,83,72.72841460625
16,29,14.411674593076922
10,3,0.6744036691025641
35,41,25.48702521125
46,35,19.353559166
25,34,18.367221307692308
28,32,16.451077968
69,83,72.72841460625
36,33,17.25529613325
50,57,40.12805022725
58,65,47.7025264875
7,0,0.000626994827731
32,32,16.451077968
34,7,1.640340457925
84,87,79.31767331275
57,55,38.47520651282051
0,0,0.000626994827731
47,47,31.60805406025641
22,36,20.25680279794872
29,25,11.888564697179486
31,39,23.475936644
26,21,8.97668175623077
29,30,15.04818010625
52,56,39.29615810075
53,53,36.757324674358976
37,37,21.408901291
8,6,1.273230860225
93,93,91.20459627925
15,0,0.000626994827731
1,1,0.3401873717435897
29,42,26.56580502025641
0,0,0.000626994827731
2,2,0.5138054681249999
52,49,33.639622418461535
80,28,13.817228847250002
49,47,31.60805406025641
0,1,0.3401873717435897
12,22,9.5572342115
21,14,4.365864191384615
74,74,59.98503932525
33,30,15.04818010625
92,94,95.47274590825
15,11,3.03995959495
25,23,10.179761631076923
34,33,17.25529613325
75,89,82.33796376725
68,73,58.52074473820512
46,65,47.7025264875
34,45,29.427497666666667
0,0,0.000626994827731
86,86,77.85753239230769
46,40,24.410259756923075
44,34,18.367221307692308
74,74,59.98503932525
73,59,41.8301027095
81,70,53.99511223
0,19,7.569005461150001
17,28,13.817228847250002
24,29,14.411674593076922
77,73,58.52074473820512
0,0,0.000626994827731
44,29,14.411674593076922
0,19,7.569005461150001
28,28,13.817228847250002
19,21,8.97668175623077
0,0,0.000626994827731
61,67,49.94745357675
90,92,87.86525138384614
0,0,0.000626994827731
90,94,95.47274590825
72,76,62.88135809925
8,10,2.678146185846154
4,7,1.640340457925
0,0,0.000626994827731
50,52,36.04160583275
64,64,46.908476543333336
57,57,40.12805022725
18,21,8.97668175623077
20,23,10.179761631076923
32,35,19.353559166
47,44,28.4263283745
19,20,8.218807114875
32,30,15.04818010625
17,20,8.218807114875
24,25,11.888564697179486
93,90,83.90232633897436
30,10,2.678146185846154
80,77,63.863770025641024
94,91,85.6194310095
64,53,36.757324674358976
25,21,8.97668175623077
89,84,74.14800585153846
59,32,16.451077968
57,58,40.89456073102564
34,37,21.408901291
13,9,2.333873215425
0,0,0.000626994827731
42,39,23.475936644
87,86,77.85753239230769
15,27,13.185077661794873
68,56,39.29615810075
54,57,40.12805022725
41,29,14.411674593076922
9,6,1.273230860225
31,35,19.353559166
44,29,14.411674593076922
44,33,17.25529613325
3,6,1.273230860225
57,61,43.87770908375
50,42,26.56580502025641
1,6,1.273230860225
62,76,62.88135809925
64,62,44.84317483
6,11,3.03995959495
39,35,19.353559166
52,46,30.595325331
93,78,65.1190665215
85,84,74.14800585153846
55,42,26.56580502025641
3,0,0.000626994827731
0,0,0.000626994827731
69,42,26.56580502025641
46,43,27.3273943755
21,32,16.451077968
89,86,77.85753239230769
1,0,0.000626994827731
57,60,42.82116993205128
56,56,39.29615810075
65,60,42.82116993205128
0,0,0.000626994827731
81,82,70.83549455225
36,41,25.48702521125
15,20,8.218807114875
78,34,18.367221307692308
16,9,2.333873215425
76,78,65.1190665215
52,50,34.497946723
26,34,18.367221307692308
83,76,62.88135809925
87,85,75.905270438
57,56,39.29615810075
26,30,15.04818010625
90,86,77.85753239230769
13,9,2.333873215425
61,63,45.923597935
0,0,0.000626994827731
17,21,8.97668175623077
0,0,0.000626994827731
0,19,7.569005461150001
56,48,32.606277930750004
66,68,51.013154967435895
28,26,12.5304505115
47,41,25.48702521125
85,65,47.7025264875
92,94,95.47274590825
23,25,11.888564697179486
18,23,10.179761631076923
48,73,58.52074473820512
66,64,46.908476543333336
52,54,37.577917545000005
14,20,8.218807114875
10,6,1.273230860225
0,0,0.000626994827731
90,87,79.31767331275
6,2,0.5138054681249999
32,22,9.5572342115
0,0,0.000626994827731
35,28,13.817228847250002
19,12,3.4319024446153845
72,77,63.863770025641024
75,36,20.25680279794872
66,63,45.923597935
8,21,8.97668175623077
35,49,33.639622418461535
12,18,6.9643407113589735
66,59,41.8301027095
8,4,0.8382144926
94,94,95.47274590825
18,32,16.451077968
84,80,67.8515072285
70,68,51.013154967435895
82,78,65.1190665215
93,94,95.47274590825
48,65,47.7025264875
12,17,6.331456131325
48,57,40.12805022725
79,80,67.8515072285
40,40,24.410259756923075
67,63,45.923597935
92,75,61.508023170256415
29,40,24.410259756923075
1,1,0.3401873717435897
7,10,2.678146185846154
63,68,51.013154967435895
11,8,1.967957881692308
70,73,58.52074473820512
3,0,0.000626994827731
88,84,74.14800585153846
13,0,0.000626994827731
89,88,80.72169986769231
16,16,5.649390515410256
57,59,41.8301027095
62,59,41.8301027095
91,90,83.90232633897436
40,49,33.639622418461535
68,61,43.87770908375
53,41,25.48702521125
91,90,83.90232633897436
65,67,49.94745357675
16,10,2.678146185846154
28,36,20.25680279794872
67,68,51.013154967435895
74,72,57.187674827
15,9,2.333873215425
65,62,44.84317483
89,87,79.31767331275
79,74,59.98503932525
12,16,5.649390515410256
37,41,25.48702521125
31,42,26.56580502025641
0,0,0.000626994827731
91,92,87.86525138384614
36,43,27.3273943755
79,79,66.2619328548718
39,46,30.595325331
82,83,72.72841460625
60,49,33.639622418461535
40,37,21.408901291
14,2,0.5138054681249999
8,86,77.85753239230769
34,39,23.475936644
49,35,19.353559166
59,56,39.29615810075
58,48,32.606277930750004
54,38,22.403513994102564
94,93,91.20459627925
65,63,45.923597935
19,13,3.86962491865
39,42,26.56580502025641
62,57,40.12805022725
11,21,8.97668175623077
20,13,3.86962491865
6,0,0.000626994827731
48,59,41.8301027095
45,44,28.4263283745
9,31,15.650957247179486
77,75,61.508023170256415
43,61,43.87770908375
42,23,10.179761631076923
90,92,87.86525138384614
14,57,40.12805022725
93,89,82.33796376725
12,16,5.649390515410256
65,56,39.29615810075
64,64,46.908476543333336
25,28,13.817228847250002
51,56,39.29615810075
0,85,75.905270438
0,30,15.04818010625
25,42,26.56580502025641
0,0,0.000626994827731
74,76,62.88135809925
73,87,79.31767331275
20,27,13.185077661794873
51,49,33.639622418461535
39,36,20.25680279794872
92,94,95.47274590825
77,77,63.863770025641024
0,0,0.000626994827731
66,71,55.42029616512821
66,64,46.908476543333336
4,3,0.6744036691025641
13,13,3.86962491865
28,24,11.0722585685
67,66,48.9008144402564
0,2,0.5138054681249999
44,39,23.475936644
16,17,6.331456131325
34,34,18.367221307692308
5,11,3.03995959495
71,69,52.509132807
63,56,39.29615810075
75,84,74.14800585153846
84,57,40.12805022725
53,17,6.331456131325
53,64,46.908476543333336
3,3,0.6744036691025641
64,60,42.82116993205128
34,26,12.5304505115
28,30,15.04818010625
67,54,37.577917545000005
63,68,51.013154967435895
61,60,42.82116993205128
76,73,58.52074473820512
57,55,38.47520651282051
70,85,75.905270438
83,82,70.83549455225
22,61,43.87770908375
89,83,72.72841460625
52,55,38.47520651282051
72,66,48.9008144402564
22,22,9.5572342115
89,91,85.6194310095
5,0,0.000626994827731
18,19,7.569005461150001
70,73,58.52074473820512
65,67,49.94745357675
26,23,10.179761631076923
77,76,62.88135809925
69,61,43.87770908375
0,0,0.000626994827731
6,18,6.9643407113589735
2,1,0.3401873717435897
40,42,26.56580502025641
13,17,6.331456131325
3,6,1.273230860225
90,82,70.83549455225
31,24,11.0722585685
8,7,1.640340457925
67,68,51.013154967435895
3,1,0.3401873717435897
0,0,0.000626994827731
22,11,3.03995959495
25,49,33.639622418461535
1,2,0.5138054681249999
46,36,20.25680279794872
14,16,5.649390515410256
19,17,6.331456131325
29,26,12.5304505115
20,13,3.86962491865
62,54,37.577917545000005
0,0,0.000626994827731
37,38,22.403513994102564
79,88,80.72169986769231
28,26,12.5304505115
80,83,72.72841460625
13,22,9.5572342115
63,54,37.577917545000005
51,46,30.595325331
13,13,3.86962491865
60,44,28.4263283745
61,38,22.403513994102564
49,52,36.04160583275
39,32,16.451077968
64,67,49.94745357675
5,0,0.000626994827731
41,40,24.410259756923075
92,89,82.33796376725
61,70,53.99511223
30,35,19.353559166
2,8,1.967957881692308
41,0,0.000626994827731
32,32,16.451077968
35,43,27.3273943755
37,41,25.48702521125
74,70,53.99511223
66,50,34.497946723
70,87,79.31767331275
57,43,27.3273943755
62,67,49.94745357675
3,10,2.678146185846154
23,25,11.888564697179486
16,11,3.03995959495
64,65,47.7025264875
71,58,40.89456073102564
73,66,48.9008144402564
43,39,23.475936644
76,76,62.88135809925
75,79,66.2619328548718
33,27,13.185077661794873
38,28,13.817228847250002
80,74,59.98503932525
0,34,18.367221307692308
41,44,28.4263283745
53,52,36.04160583275
4,5,1.0251590999230769
